Order;City;Cantidad
1165713295700-01;Ibarra;1
1165720082513-01;Distrito Metropolitano de Quito;1
1165721107651-01;Montalvo;2
1165721118825-01;Rumiðahui;1
1165721158924-01;Guayaquil;3
1165721357639-01;Ibarra;1
1165721507173-01;Milagro;1
1165721777914-01;Esmeraldas;2
1165721909680-01;Pajan;1
1165722506860-01;San Jacinto De Yaguachi;1
1165722824215-01;Chone;1
1165722834512-01;Babahoyo;1
1165723074386-01;Manta;1
1165723439611-01;Milagro;1
1165730221490-01;Rumiðahui;1
1165730222790-01;Guayaquil;2
1165730393416-01;Montalvo;1
1165730945555-01;Naranjito;1
1165731161020-01;Pedernales;1
1165731752387-01;La Concordia;1
1165731863457-01;Guayaquil;1
1165732227568-01;Portoviejo;1
1165732463542-01;Distrito Metropolitano de Quito;1
1165732912221-01;Ventanas;1
1165733080138-01;El Carmen;1
1165740026968-01;Portoviejo;1
1165740142005-01;Quinsaloma;1
1165740271756-01;Montalvo;1
1165740472773-01;Milagro;1
1165740852344-01;Guayaquil;1
1165740942581-01;Santo Domingo;1
1165740977165-01;Rocafuerte;1
1165741027662-01;Quevedo;2
1165741267198-01;Samborondon;1
1165741649352-01;Quinsaloma;1
1165741928307-01;Pedernales;1
1165742059937-01;Distrito Metropolitano de Quito;2
1165742586683-01;Guayaquil;1
1165742602573-01;La Concordia;1
1165742831412-01;Ventanas;1
1165742898642-01;Ibarra;1
1165743092849-01;La Concordia;1
1165743120723-01;Naranjito;1
1165743141833-01;Duran;1
1165743150803-01;Distrito Metropolitano de Quito;1
1165743371997-01;Distrito Metropolitano de Quito;1
1165743379581-01;La Concordia;1
1165743569357-01;Guayaquil;1
1165750005487-01;Cuenca;1
1165750417234-01;Santo Domingo;1
1165750838807-01;Machala;1
1165750849893-01;Guayaquil;1
1165751062622-01;Caluma;1
1165751097191-01;Quito;2
1165751314965-01;Esmeraldas;1
1165751527247-01;Manta;1
1165751559101-01;A. Baquerizo Moreno - Jujan;1
1165751694967-01;Guayaquil;1
1165751832019-01;Guayaquil;1
1165751844940-01;Chone;1
1165751978007-01;Tena;1
1165752000735-01;Mejia;2
1165752245306-01;Salitre;1
1165752377543-01;Milagro;1
1165752486192-01;Guayaquil;1
1165752745646-01;Esmeraldas;1
1165752793055-01;Guayaquil;117
1165752972846-01;Cantón Daule;1
1165752979543-01;Ventanas;1
1165752996675-01;Cantón Daule;1
1165753027665-01;La Libertad;2
1165753235187-01;Guayaquil;1
1165753331075-01;Milagro;1
1165753502035-01;Duran;1
1165753550942-01;Samborondon;1
1165760023811-01;Distrito Metropolitano de Quito;1
1165760047493-01;Quevedo;1
1165760124017-01;Manta;2
1165760337796-01;San Carlos;1
1165760451271-01;Distrito Metropolitano de Quito;1
1165760515064-01;San Carlos;1
1165760555218-01;Quevedo;1
1165761015303-01;San Jacinto De Yaguachi;1
1165761121598-01;Babahoyo;1
1165761255431-01;San Jacinto De Yaguachi;1
1165761356808-01;Milagro;1
1165761616351-01;Guayaquil;1
1165761768050-01;Buena Fe;1
1165761830393-01;Guayaquil;1
1165761837298-01;Quinsaloma;1
1165761933132-01;Esmeraldas;1
1165762178851-01;Guayaquil;1
1165762208982-01;Cantón Daule;1
1165762288560-01;Pastaza;1
1165762367659-01;Santo Domingo;1
1165762393998-01;Samborondon;1
1165762401773-01;Guayaquil;1
1165762664815-01;Guayaquil;1
1165762747329-01;Samborondon;1
1165762834972-01;Ventanas;1
1165762895718-01;Quinsaloma;1
1165763016376-01;San Jacinto De Yaguachi;1
1165763099932-01;Santo Domingo;1
1165763162394-01;San Jacinto De Yaguachi;1
1165763195858-01;Machala;1
1165763249240-01;Portoviejo;2
1165763491755-01;La Libertad;1
1165770007149-01;Cuenca;1
1165770059414-01;Orellana;1
1165770594835-01;Cantón Daule;1
1165770771559-01;Pastaza;1
1165771195865-01;El Carmen;1
1165771242579-01;Valencia;2
1165771311855-01;Samborondon;1
1165771628354-01;Playas;1
1165771673766-01;Distrito Metropolitano de Quito;2
1165771725561-01;Milagro;1
1165771786264-01;Naranjito;3
1165771822875-01;Santa Elena;1
1165771995652-01;Guayaquil;1
1165772040315-01;Manta;1
1165772317221-01;Palestina;2
1165772385402-01;Machala;1
1165772423882-01;Milagro;1
1165772456718-01;Guayaquil;1
1165772771507-01;Distrito Metropolitano de Quito;1
1165772992236-01;Guayaquil;1
1165773587507-01;Guayaquil;1
1165780968604-01;Santa Elena;1
1165781606199-01;Gualaceo;53
1165783231474-01;Daule;1
1165790820650-01;Guayaquil;1
1165813349793-01;Duran;1
1165821925973-01;Guayaquil;3
1165900100612-01;Ventanas;1
1165900654400-01;Guayaquil;1
1165900666244-01;Esmeraldas;1
1165902178742-01;Palestina;1
1165910729138-01;Cantón Daule;1
1165910908898-01;Guayaquil;1
1165911194322-01;Santo Domingo;1
1165911568411-01;Samborondon;1
1165911619827-01;Guayaquil;1
1165911677241-01;Playas;1
1165911863313-01;Guayaquil;1
1165911886944-01;Guayaquil;1
1165911918470-01;A. Baquerizo Moreno - Jujan;1
1165912778694-01;Chone;1
1165912942577-01;Distrito Metropolitano de Quito;1
1165913545714-01;Cantón Daule;1
1165920156138-01;El Carmen;1
1165920373919-01;Milagro;1
1165920463481-01;Cantón Daule;1
1165920966334-01;Guayaquil;2
1165921012739-01;Daule;1
1165921242792-01;Quevedo;1
1165921568279-01;Ventanas;1
1165922107576-01;Zamora;1
1165922272904-01;Guayaquil;1
1165922519763-01;Samborondon;2
1165923143713-01;Quito;3
1165923175172-01;Distrito Metropolitano de Quito;1
1165923215147-01;Cantón Daule;1
1165923256888-01;Santo Domingo;1
1165923308472-01;Cantón Daule;1
1165930091212-01;Distrito Metropolitano de Quito;1
1165930230095-01;Zamora;1
1165930241639-01;Pifo;1
1165930346991-01;Duran;1
1165930398788-01;Guayaquil;1
1165930763934-01;Babahoyo;1
1165930841809-01;Buena Fe;1
1165930922757-01;Guayaquil;1
1165931016552-01;Guayaquil;1
1165931160780-01;Distrito Metropolitano de Quito;1
1165931334356-01;Guayaquil;1
1165931481467-01;Montalvo;1
1165931568295-01;Puerto Limon;1
1165931966251-01;Machala;1
1165932020978-01;Rumiðahui;1
1165932049614-01;Valencia;1
1165932276946-01;Mejia;3
1165932288144-01;Guayaquil;1
1165932373776-01;Santo Domingo;1
1165932384658-01;Manta;1
1165932432283-01;Machala;1
1165932493506-01;Bahia De Caraquez;1
1165932529606-01;Distrito Metropolitano de Quito;1
1165932713975-01;Bolivar;1
1165932754851-01;Guayaquil;1
1165933143701-01;Duran;1
1165933311417-01;La Concordia;3
1165933333261-01;Balzar;1
1165933553867-01;Distrito Metropolitano de Quito;1
1165940210036-01;Guayaquil;1
1165940559900-01;Tosagua;1
1165940620165-01;Guayaquil;1
1165940692234-01;Santo Domingo;1
1165940890820-01;Naranjito;1
1165941416224-01;Santo Domingo;1
1165941846186-01;Vinces;1
1165942005887-01;Portoviejo;1
1165942098645-01;Distrito Metropolitano de Quito;1
1165942395986-01;Santo Domingo;1
1165942714527-01;Quito;1
1165942818516-01;Tosagua;1
1165943125408-01;Guayaquil;1
1165943149220-01;Distrito Metropolitano de Quito;1
1165943247412-01;Pujili;1
1165950369036-01;Santo Domingo de los Colorados;1
1165950797179-01;Guayaquil;1
1165950868192-01;Distrito Metropolitano de Quito;1
1165951728695-01;Machala;1
1165952325035-01;Catamayo (La Toma);1
1165952347038-01;Manta;1
1165952388447-01;Daule;1
1165952433025-01;Duran;1
1165952658084-01;Montalvo;1
1165952740812-01;Cuenca;1
1165952783780-01;Milagro;1
1165952854704-01;Archidona;1
1165953017879-01;Guayaquil;1
1165953393809-01;Quito;1
1165953463023-01;Pasaje;1
1165960063452-01;Quevedo;1
1165960358477-01;Pujili;1
1165960401581-01;Guayaquil;1
1165960403822-01;San Vicente;1
1165960826384-01;Quito;1
1165960908860-01;Quito;1
1165961033719-01;Guayaquil;1
1165961187068-01;Anconcito;1
1165961879889-01;El Carmen;2
1165962154582-01;Pastaza;1
1165962475760-01;Sangolqui;2
1165962554822-01;Cantón Flavio Alfaro;1
1165962566929-01;Duran;1
1165962948874-01;Samborondon;1
1165963167369-01;La Concordia;1
1165963174829-01;Pastaza;1
1165963329047-01;Cantón Daule;2
1165963445942-01;Pastaza;1
1165970400456-01;Guayaquil;1
1165970440216-01;Guayaquil;1
1165970618916-01;Portoviejo;1
1165970657875-01;Balzar;1
1165970991836-01;Cotacachi;1
1165971515902-01;Valencia;1
1165971562967-01;Quinsaloma;1
1165971961958-01;Guayaquil;1
1165972210515-01;Distrito Metropolitano de Quito;1
1165972491248-01;Duran;1
1165972608491-01;Guayaquil;1
1165972724499-01;Duran;1
1165972817734-01;Santo Domingo;1
1165972840983-01;Guayaquil;1
1165980253341-01;Cotacachi;1
1165980402867-01;Buena Fe;1
1165980422390-01;Distrito Metropolitano de Quito;2
1165980878069-01;Guayaquil;1
1165981014079-01;Montecristi;1
1165981283231-01;Palestina;1
1165981623608-01;Guayaquil;1
1165981753504-01;Milagro;1
1165982059946-01;Valencia;1
1165982079505-01;Machala;1
1165982280363-01;Duran;1
1165982429025-01;Babahoyo;1
1165982793983-01;Quito;1
1165983134257-01;Quito;2
1165990023631-01;Portoviejo;1
1165990069801-01;Guayaquil;1
1165990154669-01;Manta;1
1165990327015-01;Guayaquil;1
1165990424179-01;Machala;1
1165990427961-01;Tonsupa;1
1165990435370-01;Guayaquil;1
1165990509895-01;Manta;1
1165990560588-01;Samborondon;1
1165990564528-01;Distrito Metropolitano de Quito;1
1165990784681-01;Distrito Metropolitano de Quito;1
1165990821009-01;Milagro;1
1165990997831-01;Yantzaza;1
1165991275757-01;Distrito Metropolitano de Quito;1
1165991326856-01;Distrito Metropolitano de Quito;1
1165992173380-01;Santa Elena;1
1165992180967-01;Quito;11
1165992344197-01;Urdaneta;1
1165992362061-01;Distrito Metropolitano de Quito;1
1165992477720-01;Nobol;1
1165992531224-01;Quevedo;1
1165992578212-01;Quevedo;1
1165992635219-01;Pedro Carbo;1
1165992698781-01;Valencia;1
1165992830781-01;San Carlos;1
1165992854845-01;Quevedo;1
1165993468788-01;Quevedo;1
1165993556129-01;Distrito Metropolitano de Quito;1
1166000245295-01;Quevedo;2
1166000273218-01;Rumiðahui;1
1166000707956-01;Palestina;1
1166000950516-01;Esmeraldas;1
1166001090910-01;Guayaquil;1
1166001466201-01;Manta;2
1166001608077-01;Balzar;1
1166001633825-01;Pasaje;1
1166001694989-01;Quevedo;1
1166001766327-01;Nobol;1
1166002453317-01;Naranjito;1
1166002877016-01;Bolivar;1
1166002994978-01;La Mana;1
1166010852828-01;Distrito Metropolitano de Quito;1
1166011108855-01;Cotacachi;1
1166011683268-01;Valencia;1
1166011871601-01;Pedro Carbo;1
1166012058876-01;Salitre;1
1166012803321-01;Posorja;2
1166012951854-01;Duran;1
1166013417753-01;Distrito Metropolitano de Quito;1
1166020504516-01;Guayaquil;1
1166021532586-01;Guayaquil;1
1166021836772-01;Lomas De Sargentillo;1
1166022049431-01;Playas;1
1166022114164-01;Santa Elena;1
1166022246191-01;Guayaquil;1
1166022772299-01;Guayaquil;1
1166023364193-01;Duran;1
1166140617702-01;Nobol;1
1166140868027-01;Nobol;1
1166141258812-01;Distrito Metropolitano de Quito;1
1166141520968-01;Guayaquil;1
1166143089756-01;Santo Domingo;1
1166150058685-01;Cantón Daule;1
1166150061867-01;Ventanas;1
1166150352798-01;Duran;1
1166150356955-01;Guayaquil;1
1166150895214-01;Cantón Daule;1
1166151303368-01;Samborondon;1
1166151611730-01;Guayaquil;1
1166152616465-01;Quevedo;1
1166152892107-01;Guayaquil;1
1166152916982-01;Duran;1
1166160211304-01;Azogues;1
1166160874390-01;Samborondon;1
1166161442830-01;Samborondon;1
1166161581661-01;Guayaquil;1
1166161625449-01;Loja;1
1166161926321-01;Esmeraldas;1
1166162007249-01;Bahia De Caraquez;1
1166162253131-01;Guayaquil;1
1166162347127-01;Guayaquil;1
1166162584591-01;Duran;1
1166162746404-01;A. Baquerizo Moreno - Jujan;1
1166162747512-01;Pastaza;1
1166163030831-01;Guayaquil;1
1166163351920-01;Guayaquil;2
1166163394852-01;Urdaneta;1
1166163498990-01;Rocafuerte;1
1166163567732-01;Duran;1
1166170080862-01;Rumiðahui;2
1166170389095-01;A. Baquerizo Moreno - Jujan;1
1166170603135-01;San Jacinto De Yaguachi;1
1166171000485-01;San Jacinto De Yaguachi;1
1166171038278-01;Rumiðahui;1
1166171116763-01;Guayaquil;1
1166171211855-01;Duran;1
1166171308974-01;Samborondon;1
1166171515675-01;Pelileo;1
1166171825476-01;Samborondon;1
1166171890776-01;El Empalme;1
1166171938958-01;La Libertad;2
1166172009299-01;Milagro;1
1166172288268-01;Quito;18
1166172505454-01;Santa Elena;2
1166172575861-01;Quevedo;1
1166173144895-01;Posorja;1
1166173162376-01;A. Baquerizo Moreno - Jujan;1
1166173555673-01;Guayaquil;1
1166180032400-01;La Mana;1
1166180045229-01;Pifo;1
1166180336696-01;El Carmen;2
1166180541782-01;Cañar;22
1166181105991-01;Otavalo;1
1166181116080-01;Cuenca;1
1166181132958-01;Alausi;2
1166181254907-01;El Triunfo;1
1166181454763-01;El Triunfo;1
1166181551125-01;Distrito Metropolitano de Quito;1
1166182219566-01;Cantón Daule;1
1166182317155-01;Guayaquil;1
1166182328775-01;Quevedo;1
1166182365667-01;Cuenca;1
1166182379542-01;La Mana;1
1166182770197-01;Latacunga;1
1166182999168-01;Guayaquil;1
1166183318818-01;Manta;1
1166183564253-01;Rocafuerte;2
1166190286263-01;Cantón Daule;1
1166190679663-01;Samborondon;1
1166190892813-01;Cantón Daule;1
1166191147969-01;Valencia;1
1166191515635-01;Yantzaza;1
1166191522790-01;Rocafuerte;1
1166191584421-01;Guayaquil;1
1166192335555-01;Bolivar;1
1166192484448-01;Vinces;1
1166192529705-01;Lomas De Sargentillo;1
1166192953621-01;Quevedo;1
1166192989231-01;Cantón Daule;1
1166193375051-01;Quevedo;1
1166193505446-01;Cantón Daule;1
1166193574966-01;Quininde;1
1166200378133-01;Cuenca;1
1166200475882-01;Salitre;1
1166200483869-01;Distrito Metropolitano de Quito;1
1166200573913-01;Guayaquil;1
1166200733545-01;Otavalo;1
1166200871991-01;Guayaquil;24
1166200873241-01;Pastaza;1
1166200948924-01;Distrito Metropolitano de Quito;1
1166201542886-01;Duran;1
1166201593376-01;Quito;1
1166201610588-01;Rocafuerte;2
1166201813868-01;Manta;1
1166202042772-01;Portoviejo;1
1166202604441-01;Guayaquil;1
1166202622206-01;Distrito Metropolitano de Quito;1
1166203302326-01;Portoviejo;1
1166203380318-01;Guayaquil;1
1166210248695-01;Machala;1
1166210386496-01;Guayaquil;1
1166210406046-01;Distrito Metropolitano de Quito;1
1166210802652-01;Manta;1
1166210961826-01;Milagro;2
1166211055848-01;Cantón Daule;1
1166211498404-01;Quevedo;2
1166211782631-01;Guayaquil;1
1166211929206-01;Quito;2
1166211969241-01;Cañar;22
1166211977475-01;El Empalme;1
1166212518578-01;Cantón Daule;3
1166212934883-01;Cantón Daule;1
1166212976546-01;Montecristi;1
1166212987616-01;Rocafuerte;2
1166213314094-01;Rocafuerte;1
1166213440089-01;El Triunfo;1
1166213450589-01;San Vicente;1
1166213487888-01;Portoviejo;1
1166213551883-01;Pastaza;1
1166220033263-01;Guayaquil;1
1166220172897-01;Santo Domingo;1
1166220649452-01;Balzar;1
1166220792667-01;Distrito Metropolitano de Quito;1
1166221355559-01;Buena Fe;1
1166221417968-01;Cuenca;1
1166221527002-01;Guayaquil;1
1166221569842-01;Guayaquil;1
1166221614464-01;Guayaquil;1
1166221784778-01;Duran;1
1166222068759-01;Santa Ana;1
1166222226513-01;Guayaquil;1
1166222262858-01;Salitre;1
1166222561390-01;Guayaquil;1
1166222726235-01;Duran;1
1166223091308-01;Duran;2
1166223467610-01;Cantón Daule;1
1166223545537-01;Santo Domingo de los Colorados;1
1166230191110-01;Portoviejo;1
1166230218519-01;Rumiðahui;1
1166230270577-01;Buena Fe;1
1166230388154-01;Pedro Carbo;1
1166230538358-01;Guayaquil;1
1166230611457-01;Pedro Carbo;1
1166231049246-01;Montecristi;1
1166231299517-01;Guayaquil;1
1166231421408-01;Santo Domingo;1
1166231479343-01;Distrito Metropolitano de Quito;1
1166231511427-01;Santa Elena;1
1166231623143-01;Valencia;1
1166231656630-01;Quininde;1
1166231780848-01;Valencia;1
1166232027470-01;Guayaquil;1
1166232341266-01;Distrito Metropolitano de Quito;1
1166232417405-01;Guayaquil;1
1166232426375-01;Santa Rosa;1
1166232430497-01;Milagro;1
1166232753644-01;Bolivar;1
1166232805651-01;Yantzaza;1
1166233374807-01;El Empalme;2
1166233490235-01;Guayaquil;1
1166233562377-01;Naranjito;1
1166240204561-01;Otavalo;1
1166240287311-01;Cayambe;1
1166240363183-01;San Jacinto Del Bua;1
1166240430890-01;Ibarra;1
1166240538876-01;Quininde;1
1166240612029-01;Santo Domingo de los Colorados;1
1166240614860-01;Balzar;1
1166240622995-01;Valencia;1
1166240818126-01;Valencia;1
1166241146424-01;Quito;1
1166241533345-01;Cotacachi;2
1166241558066-01;Guayaquil;1
1166241603687-01;Samborondon;1
1166241840797-01;Santo Domingo;1
1166242313285-01;Yantzaza;1
1166242461321-01;La Mana;1
1166242719496-01;Guayaquil;1
1166242962805-01;Guayaquil;1
1166243376458-01;La Mana;2
1166243438891-01;Machala;1
1166250064729-01;Santa Ana;1
1166250081310-01;Quito;1
1166250426817-01;Montalvo;1
1166250630195-01;Ventanas;1
1166250635255-01;El Empalme;1
1166251117370-01;Quevedo;1
1166251803522-01;Distrito Metropolitano de Quito;1
1166252131028-01;Cotacachi;1
1166252317956-01;Santa Elena;1
1166252999460-01;Quevedo;1
1166253062401-01;General Villamil (Playas);2
1166253389152-01;Nobol;1
1166260050321-01;Guayaquil;1
1166260936961-01;Loja;1
1166262183728-01;Guayaquil;1
1166262717210-01;Guayaquil;1
1166263033120-01;Guayaquil;1
1166263598504-01;Santa Rosa;1
1166271948207-01;Guayaquil;1
1166281580353-01;Loja;1
1166311861341-01;Nobol;37
1166361658293-01;Guayaquil;1
1166372495278-01;Manta;1
1166372601048-01;Guayaquil;1
1166390023228-01;Quevedo;1
1166390369039-01;Buena Fe;1
1166390774138-01;Salitre - Urbina Jado;1
1166391347713-01;Cantón Daule;1
1166391777358-01;Palestina;1
1166392504200-01;Lomas De Sargentillo;1
1166393507252-01;Milagro;1
1166393510072-01;Duran;1
1166400730829-01;Guayaquil;1
1166401477843-01;Guayaquil;30
1166401516878-01;Guayaquil;1
1166401641717-01;Tosagua;1
1166402037730-01;Distrito Metropolitano de Quito;1
1166402148981-01;Santa Elena;2
1166402364353-01;La Libertad;1
1166402525300-01;Nobol;10
1166402873303-01;Buena Fe;1
1166402911420-01;Nobol;1
1166403400112-01;Chone;1
1166403552266-01;Montecristi;2
1166410099646-01;Portoviejo;1
1166410215965-01;Chone;1
1166410447466-01;Pedro Carbo;1
1166410452410-01;Portoviejo;1
1166410752921-01;Distrito Metropolitano de Quito;1
1166410805997-01;El Carmen;1
1166410847899-01;Valencia;1
1166411152061-01;Pajan;1
1166411496570-01;El Triunfo;2
1166412641158-01;La Concordia;1
1166413300514-01;La Libertad;1
1166413333798-01;Distrito Metropolitano de Quito;1
1166420014731-01;Babahoyo;1
1166420339116-01;Riobamba;1
1166420363889-01;Distrito Metropolitano de Quito;1
1166420475897-01;Guayaquil;1
1166420639905-01;Alausi;1
1166420732671-01;Distrito Metropolitano de Quito;1
1166420936186-01;Guayaquil;1
1166421102851-01;Alausi;1
1166421406603-01;Guayaquil;1
1166421435318-01;Alausi;1
1166421436194-01;Duran;1
1166421541080-01;La Libertad;1
1166421648437-01;Distrito Metropolitano de Quito;1
1166422008670-01;Cotacachi;1
1166422295886-01;Loja;1
1166422453527-01;La Libertad;1
1166422493629-01;La Concordia;1
1166422978107-01;Pujili;1
1166423403990-01;La Libertad;1
1166423474915-01;San Vicente;1
1166423555379-01;Pelileo;1
1166431293092-01;Esmeraldas;1
1166431330964-01;Portoviejo;1
1166431627554-01;Quevedo;1
1166431870825-01;Guayaquil;1
1166431917218-01;Distrito Metropolitano de Quito;1
1166432353742-01;Alausi;1
1166433571725-01;Distrito Metropolitano de Quito;1
1166440290284-01;Pastaza;1
1166440330566-01;Babahoyo;1
1166440472268-01;Ventanas;1
1166440655048-01;Esmeraldas;1
1166440894894-01;Loja;1
1166440967051-01;Esmeraldas;1
1166441066022-01;Distrito Metropolitano de Quito;1
1166441068831-01;Milagro;1
1166441154284-01;Caluma;1
1166441253692-01;Salitre;1
1166441264488-01;Guayaquil;1
1166441592043-01;Cantón Daule;2
1166442176227-01;Daule;2
1166442320358-01;Montecristi;1
1166442834152-01;Alausi;1
1166443197422-01;Distrito Metropolitano de Quito;1
1166450130527-01;Pedro Carbo;1
1166450241994-01;Manta;1
1166450810856-01;Distrito Metropolitano de Quito;1
1166451003935-01;El Carmen;1
1166451383010-01;Quito;1
1166451425872-01;La Troncal;1
1166451971017-01;Pujili;1
1166452011782-01;Manta;1
1166452198827-01;Guayaquil;1
1166452481115-01;Guayaquil;1
1166452483276-01;Babahoyo;1
1166452513101-01;Azogues;1
1166452969469-01;Pedro Carbo;1
1166453020741-01;Ibarra;1
1166453051342-01;Tosagua;1
1166453183487-01;Balzar;1
1166453429987-01;Pedro Carbo;1
1166460718082-01;Montalvo;1
1166461281017-01;Pasaje;1
1166461293607-01;Manta;1
1166461730639-01;Pajan;1
1166461746590-01;El Carmen;1
1166461818560-01;Rumiðahui;1
1166461841201-01;Loja;2
1166461959979-01;Quevedo;1
1166462029518-01;La Troncal;1
1166462153161-01;Lomas De Sargentillo;1
1166462621178-01;Machala;1
1166462627847-01;Ibarra;1
1166462909207-01;Esmeraldas;1
1166462923147-01;Isidro Ayora;1
1166463401295-01;Distrito Metropolitano de Quito;1
1166463460699-01;El Carmen;1
1166463580949-01;Guayaquil;1
1166470136357-01;Guayaquil;1
1166470162309-01;Chone;1
1166470172537-01;Portoviejo;1
1166470425803-01;Portoviejo;1
1166470917580-01;La Libertad;1
1166471421009-01;Nobol;1
1166472023440-01;Portoviejo;1
1166472304471-01;Palestina;1
1166472456308-01;Distrito Metropolitano de Quito;1
1166472736965-01;Ventanas;1
1166472769413-01;Guayaquil;1
1166472823875-01;Portoviejo;1
1166472849580-01;Manta;1
1166473089453-01;Milagro;2
1166473306184-01;Milagro;1
1166473403572-01;Portoviejo;2
1166480005580-01;Distrito Metropolitano de Quito;1
1166480062120-01;La Concordia;1
1166480127701-01;Ventanas;1
1166480170155-01;Samborondon;1
1166480327256-01;Samborondon;1
1166480408074-01;Samborondón;1
1166480592120-01;Salitre;1
1166480749986-01;Quevedo;1
1166480788581-01;Guayaquil;1
1166480793535-01;Duran;1
1166480811769-01;Samborondon;1
1166480940768-01;Esmeraldas;1
1166481293452-01;Mejia;1
1166481360484-01;Babahoyo;1
1166481961563-01;Cantón Flavio Alfaro;1
1166482253452-01;Quevedo;2
1166482402601-01;Distrito Metropolitano de Quito;1
1166482510865-01;Guayaquil;1
1166482548118-01;Guayaquil;2
1166482630661-01;Palestina;1
1166482739284-01;Cantón Daule;1
1166483076650-01;Lomas De Sargentillo;1
1166483242806-01;Distrito Metropolitano de Quito;1
1166483386213-01;Daule;1
1166483556592-01;Santo Domingo;2
1166490054137-01;Quito;2
1166490085726-01;Naranjito;1
1166490205795-01;Samborondón;1
1166490355014-01;Guayaquil;1
1166490490658-01;Distrito Metropolitano de Quito;1
1166490604728-01;Duran;1
1166490653197-01;La Avanzada;2
1166490782719-01;Duran;2
1166490853351-01;Distrito Metropolitano de Quito;1
1166491289618-01;Guayaquil;1
1166491669662-01;Muey;1
1166491977624-01;Distrito Metropolitano de Quito;1
1166492432397-01;Duran;1
1166492596046-01;Guayaquil;1
1166492648287-01;Milagro;1
1166493258639-01;Orellana;1
1166493365318-01;Quito;1
1166500983157-01;Guayaquil;1
1166500995756-01;Sigchos;1
1166501027949-01;Guayaquil;1
1166502202573-01;Duran;6
1166502225436-01;Guayaquil;1
1166502776642-01;Palestina;1
1166503322202-01;Guayaquil;1
1166511651769-01;Guayaquil;1
1166511962904-01;Guayaquil;2
1166521892637-01;Loja;1
1166592063014-01;Duran;1
1166610789117-01;Guayaquil;1
1166620521822-01;Guayaquil;1
1166620644339-01;Milagro;1
1166620909326-01;Guayaquil;1
1166621694628-01;Pedro Carbo;1
1166622360783-01;Quito;1
1166622685570-01;Babahoyo;1
1166622713697-01;Guayaquil;39
1166623417001-01;Ventanas;1
1166630575664-01;Guayaquil;1
1166630578842-01;Quevedo;1
1166630822796-01;Quito;1
1166630959361-01;Valencia;1
1166631630413-01;Duran;1
1166632216987-01;Guayaquil;1
1166632549824-01;Manta;1
1166632901723-01;Otavalo;1
1166632941301-01;Pedro Carbo;1
1166640561123-01;Portoviejo;1
1166640602446-01;Montalvo;1
1166640636626-01;Loja;1
1166641059889-01;Duran;1
1166641464888-01;Portoviejo;1
1166642378456-01;Cantón Daule;2
1166642472864-01;Manta;1
1166642495541-01;Guayaquil;1
1166642887772-01;Yantzaza;1
1166643224877-01;Pastaza;1
1166643359320-01;Guaranda;1
1166643519438-01;Manta;1
1166650138784-01;Tosagua;1
1166650177207-01;Lomas De Sargentillo;1
1166650469165-01;Guayaquil;1
1166650685456-01;Alausi;1
1166650807255-01;El Carmen;1
1166651194888-01;Milagro;1
1166651614128-01;Alausi;1
1166651727286-01;Samborondon;1
1166651744642-01;Machala;1
1166652248452-01;Guayaquil;1
1166652449471-01;Milagro;1
1166652468476-01;Cantón Daule;1
1166652483180-01;Pedro Carbo;1
1166652661546-01;Guayaquil;1
1166652747605-01;Samborondon;1
1166652806518-01;Portoviejo;1
1166652944532-01;Guayaquil;3
1166652994159-01;Pifo;1
1166653194316-01;La Libertad;1
1166653420572-01;Machala;1
1166653490266-01;Quinsaloma;1
1166660040219-01;Distrito Metropolitano de Quito;1
1166660113105-01;Playas;1
1166660239681-01;Quevedo;1
1166660244035-01;Samborondon;1
1166660936485-01;Distrito Metropolitano de Quito;1
1166661152012-01;Portoviejo;1
1166661154794-01;Salinas;1
1166661333185-01;Portoviejo;1
1166661587406-01;Valencia;1
1166661615444-01;Samborondon;1
1166662001130-01;Quevedo;1
1166662261505-01;Samborondon;1
1166662785330-01;Guayaquil;1
1166662795677-01;Duran;1
1166663252266-01;Valencia;1
1166663451483-01;Machala;1
1166663457995-01;Quevedo;1
1166663512282-01;Guayaquil;2
1166663569951-01;Esmeraldas;1
1166670169893-01;Guayaquil;1
1166670170541-01;Samborondon;1
1166670726048-01;Alausi;1
1166670798544-01;Balzar;1
1166670821450-01;San Jacinto De Yaguachi;1
1166670860158-01;Esmeraldas;1
1166670860245-01;Jujan;1
1166671041084-01;Santa Rosa;1
1166671243489-01;La Joya De Los Sachas;1
1166671531660-01;Distrito Metropolitano de Quito;1
1166671549528-01;Samborondon;1
1166671789917-01;Manta;1
1166671904747-01;Daule;1
1166672184748-01;Distrito Metropolitano de Quito;1
1166672617617-01;Guayaquil;1
1166672684277-01;Tonsupa;1
1166673102456-01;Guayaquil;1
1166673418951-01;Tonsupa;1
1166680019241-01;Duran;1
1166680020300-01;El Empalme;2
1166680800239-01;San Jacinto De Yaguachi;1
1166680861397-01;Distrito Metropolitano de Quito;1
1166680891633-01;Guayaquil;1
1166680986768-01;Pedernales;1
1166681161967-01;Santa Rosa;1
1166681359514-01;Distrito Metropolitano de Quito;1
1166681368471-01;Palestina;1
1166681541616-01;Quito;1
1166681734794-01;San Miguel De Los Bancos;1
1166681775363-01;Milagro;1
1166682487458-01;Milagro;1
1166682495956-01;Machala;1
1166682599916-01;Distrito Metropolitano de Quito;1
1166682848494-01;El Carmen;1
