Order;City;Cantidad
1166682853254-01;La Concordia;1
1166682964279-01;Pasaje;1
1166683059525-01;Guayaquil;1
1166683347914-01;San Jacinto De Yaguachi;1
1166690270434-01;Guayaquil;1
1166690567506-01;Santo Domingo;1
1166690588638-01;Chone;1
1166690738969-01;Machala;1
1166690837138-01;Playas;1
1166690853035-01;Montalvo;1
1166690891384-01;Santo Domingo;2
1166690896979-01;Manta;1
1166690919413-01;Guayaquil;1
1166690941240-01;Distrito Metropolitano de Quito;1
1166691189219-01;Cantón Píllaro;1
1166691196681-01;Ibarra;1
1166691216328-01;Vinces;1
1166691283283-01;Quevedo;1
1166691527203-01;Distrito Metropolitano de Quito;1
1166691665477-01;Guayaquil;1
1166691976085-01;Urdaneta;2
1166692419790-01;Distrito Metropolitano de Quito;1
1166692473442-01;Quevedo;1
1166693013433-01;Rocafuerte;1
1166693408254-01;Manta;1
1166700205411-01;Ibarra;1
1166700380717-01;Guayaquil;1
1166700382616-01;Machala;1
1166700594357-01;Pajan;1
1166701441447-01;Pedro Carbo;1
1166701476434-01;Lomas De Sargentillo;1
1166701722293-01;Pujili;1
1166701909665-01;Guayaquil;1
1166702106856-01;Samborondon;2
1166702131198-01;La Concordia;1
1166702139473-01;Cotacachi;1
1166702467468-01;Valencia;1
1166702651407-01;Cotacachi;1
1166702715707-01;Rumiðahui;1
1166702936188-01;Portoviejo;1
1166703070894-01;Portoviejo;1
1166703096469-01;Guayaquil;1
1166703193249-01;Pillaro;1
1166703340951-01;Bolivar;1
1166710039021-01;Bucay;1
1166710278094-01;Manta;1
1166710285118-01;Guayaquil;1
1166710375241-01;Machala;1
1166710471400-01;Cantón Flavio Alfaro;1
1166710476063-01;Valencia;2
1166710607429-01;Daule;1
1166710668554-01;Alausi;1
1166710706692-01;Alausi;1
1166710727069-01;Guayaquil;1
1166710792579-01;Santo Domingo;1
1166711074458-01;Tachina;1
1166711118085-01;Daule;1
1166712090059-01;Guayaquil;1
1166713114124-01;Bolivar;1
1166713164311-01;Distrito Metropolitano de Quito;1
1166713218808-01;Pedro Carbo;1
1166713252819-01;Guayaquil;1
1166713504699-01;Manta;1
1166713583102-01;Quito;1
1166720283065-01;Tosagua;1
1166720389630-01;Milagro;1
1166720759543-01;La Libertad;1
1166720806810-01;Loja;1
1166720861586-01;Pastaza;2
1166721050699-01;Distrito Metropolitano de Quito;1
1166721753733-01;Pastaza;1
1166721765487-01;Loja;1
1166721805640-01;Distrito Metropolitano de Quito;1
1166721822851-01;Lago Agrio;1
1166721969882-01;Quevedo;1
1166722116550-01;Pastaza;1
1166722467930-01;Pedro Carbo;1
1166722479327-01;Milagro;1
1166722550959-01;Mejia;1
1166722584211-01;Distrito Metropolitano de Quito;1
1166722775313-01;Otavalo;1
1166723152433-01;Vinces;1
1166723157543-01;Milagro;1
1166723250321-01;Duran;1
1166723284149-01;Pedro Carbo;1
1166723335039-01;Guayaquil;1
1166723362565-01;Guayaquil;1
1166723555692-01;Balzar;1
1166723595997-01;Valencia;1
1166730052341-01;Distrito Metropolitano de Quito;1
1166730230490-01;Distrito Metropolitano de Quito;1
1166730453609-01;Distrito Metropolitano de Quito;1
1166731269648-01;Duran;1
1166731662651-01;Guayaquil;1
1166731748545-01;Milagro;1
1166731876685-01;Manta;1
1166732173995-01;Samborondon;1
1166732315141-01;Distrito Metropolitano de Quito;2
1166732421661-01;Cantón Daule;1
1166732488504-01;Mejia;1
1166733077641-01;Palestina;1
1166733357500-01;Pujili;1
1166740093001-01;Guayaquil;3
1166740572773-01;Guayaquil;1
1166741301706-01;Babahoyo;1
1166742153554-01;Distrito Metropolitano de Quito;2
1166742517915-01;Cantón Ambato;1
1166742688688-01;Duran;1
1166743172930-01;Orellana;1
1166743288673-01;Lago Agrio;1
1166750055669-01;Guayaquil;1
1166753569256-01;Guayaquil;1
1166760384778-01;Quito;1
1166770892040-01;Rumiðahui;2
1166773130959-01;Guayaquil;1
1166781936247-01;Quito;1
1166842959600-01;Guayaquil;1
1166860487440-01;Guayaquil;1
1166861087547-01;Chone;1
1166861233213-01;Guayaquil;1
1166861259693-01;San Miguel De Los Bancos;1
1166862144172-01;Quito;1
1166863174428-01;Guayaquil;1
1166863507751-01;Guayaquil;1
1166870116419-01;Quito;51
1166870180517-01;Guayaquil;1
1166870421556-01;Santa Rosa;1
1166870550114-01;Guayaquil;1
1166870789571-01;Guayaquil;2
1166871344652-01;Portoviejo;1
1166871676011-01;La Concordia;1
1166871916474-01;Ventanas;2
1166872038659-01;Quito;13
1166872087498-01;Cantón Píllaro;1
1166872171308-01;Las Naves;1
1166872841116-01;Guayaquil;1
1166880166044-01;Guayaquil;1
1166880238213-01;Sucre;1
1166880366397-01;Mocache;1
1166880571035-01;Sucre;1
1166880691559-01;San Jacinto De Yaguachi;1
1166881137571-01;Guayaquil;1
1166881263013-01;Duran;1
1166881854167-01;Rocafuerte;1
1166882069647-01;Pedro Carbo;1
1166882364496-01;Esmeraldas;1
1166882391229-01;Quevedo;1
1166882526592-01;Guayaquil;1
1166883041634-01;Esmeraldas;2
1166883124119-01;Tosagua;1
1166883303640-01;Guayaquil;1
1166890093541-01;Distrito Metropolitano de Quito;1
1166890130174-01;Guayaquil;1
1166890435535-01;Guayaquil;1
1166890487567-01;Babahoyo;1
1166890714446-01;Rumiðahui;1
1166890762245-01;Guayaquil;1
1166891077181-01;Guayaquil;1
1166891143120-01;Lago Agrio;1
1166891190460-01;Vinces;1
1166891250351-01;Cantón Daule;1
1166891631368-01;Quito;1
1166891706972-01;Rocafuerte;1
1166891814581-01;Milagro;1
1166892065850-01;Bolivar;1
1166892069074-01;Ventanas;1
1166892179611-01;Pedernales;1
1166892272576-01;Duran;1
1166892335549-01;Guayaquil;5
1166892698189-01;Buena Fe;1
1166892941607-01;Guayaquil;1
1166893353890-01;Bolivar;2
1166893388848-01;Guayaquil;1
1166893401281-01;Cantón Daule;1
1166900273914-01;Chone;1
1166900956130-01;Guayaquil;1
1166901030802-01;Montalvo;2
1166901047934-01;Pujili;1
1166901195398-01;Canuto;2
1166901466101-01;Babahoyo;1
1166901537906-01;Ventanas;1
1166901948118-01;Caluma;1
1166902412054-01;Salcedo;1
1166902510732-01;Machala;1
1166902609565-01;Manta;1
1166902706701-01;Chone;1
1166902895291-01;Cuenca;1
1166910094413-01;Quito;1
1166910495257-01;Guayaquil;1
1166910520182-01;Pedro Carbo;1
1166910597933-01;Machala;2
1166910700754-01;Guayaquil;1
1166910723240-01;Palestina;1
1166911251344-01;Guayaquil;1
1166912286124-01;Guayaquil;1
1166912539770-01;Ambato;1
1166912655795-01;Guayaquil;1
1166912892503-01;Sucre;1
1166912896513-01;Pedernales;1
1166913100028-01;Yaguachi;1
1166913104300-01;Lago Agrio;1
1166913282452-01;Chone;2
1166913363767-01;Samborondon;1
1166920072013-01;Guayaquil;1
1166920689692-01;Loja;1
1166920788813-01;Manta;1
1166920795802-01;Guayaquil;1
1166921086439-01;Ibarra;1
1166921279966-01;Distrito Metropolitano de Quito;1
1166921339315-01;Pillaro;1
1166921524139-01;Guayaquil;1
1166921621337-01;El Triunfo;1
1166921665042-01;Guayaquil;1
1166922141494-01;San Jacinto Del Bua;1
1166922233393-01;El Empalme;1
1166922709513-01;Babahoyo;1
1166922938673-01;Guayaquil;1
1166923054348-01;Rocafuerte;1
1166923072176-01;Santo Domingo de los Colorados;1
1166930027411-01;Babahoyo;1
1166930068484-01;Manta;1
1166930406711-01;Cantón Píllaro;1
1166930602735-01;Guayaquil;2
1166930607902-01;Morona;1
1166931115987-01;Palestina;1
1166931172736-01;Playas;1
1166931412181-01;Santa Ana;1
1166931467152-01;Ambato;25
1166931950527-01;Guayaquil;2
1166932053945-01;Montalvo;1
1166932300571-01;Manta;1
1166932365291-01;Guayaquil;1
1166932541825-01;Daule;1
1166932704240-01;La Concordia;1
1166933023804-01;Pastaza;1
1166940064298-01;Loja;2
1166940105178-01;Guayaquil;1
1166940112340-01;Sangolqui;1
1166940228176-01;Guayaquil;1
1166940383941-01;Distrito Metropolitano de Quito;1
1166940918858-01;Quevedo;1
1166941327813-01;Samborondon;1
1166941781502-01;Guayaquil;2
1166941819584-01;Samborondon;1
1166941822172-01;Chone;1
1166941966113-01;Guayaquil;1
1166941982131-01;Playas;2
1166942096367-01;Alpachaca;1
1166942441074-01;Machala;1
1166942846664-01;Ventanas;1
1166943065821-01;Guayaquil;1
1166943300911-01;Distrito Metropolitano de Quito;1
1166943376862-01;Caluma;1
1166950164350-01;Naranjito;1
1166950264252-01;Ventanas;1
1166950324046-01;Pastaza;1
1166950363158-01;Pujili;1
1166950387701-01;Jujan;1
1166950422109-01;Pedro Carbo;1
1166950521404-01;Guayaquil;2
1166950673226-01;Distrito Metropolitano de Quito;1
1166950795538-01;Guayaquil;1
1166950874984-01;Valencia;1
1166951048558-01;Palestina;1
1166951202776-01;Montalvo;1
1166951458582-01;Quevedo;1
1166951540152-01;Guayaquil;1
1166951549279-01;Rumiðahui;1
1166951809923-01;Portoviejo;1
1166952034964-01;Guayaquil;1
1166952104850-01;Distrito Metropolitano de Quito;1
1166952270494-01;Rumiðahui;1
1166952375115-01;Guayaquil;1
1166952376753-01;Cantón Flavio Alfaro;1
1166952465434-01;Rumiðahui;1
1166952491617-01;Manta;1
1166952501448-01;Palestina;1
1166952552746-01;Babahoyo;1
1166952567732-01;Junin;1
1166952620390-01;Manta;1
1166952693896-01;Guayaquil;2
1166952753083-01;La Concordia;1
1166952835529-01;El Empalme;1
1166953094634-01;Salitre;1
1166953239055-01;Montalvo;1
1166960017474-01;Cotacachi;1
1166960144574-01;Playas;1
1166960391445-01;Pajan;1
1166960578476-01;Quito;104
1166960743511-01;Guayaquil;1
1166960780057-01;Guayaquil;1
1166960889837-01;Distrito Metropolitano de Quito;1
1166960940576-01;Manta;1
1166961344429-01;Pedro Carbo;2
1166961397564-01;Guayaquil;1
1166961835537-01;Distrito Metropolitano de Quito;1
1166961873997-01;Pedro Carbo;1
1166962129249-01;Quito;1
1166962226525-01;Distrito Metropolitano de Quito;1
1166962349834-01;Samborondon;1
1166962363133-01;Portoviejo;2
1166962528707-01;Manta;1
1166962661452-01;Machala;1
1166963034589-01;Guayaquil;1
1166963060540-01;Samborondon;1
1166963265375-01;Distrito Metropolitano de Quito;1
1166963284839-01;Yaguachi;1
1166963465398-01;Duran;1
1166970312972-01;Urdaneta;1
1166970327776-01;Babahoyo;1
1166971210141-01;Babahoyo;1
1166971602749-01;Distrito Metropolitano de Quito;1
1166972005728-01;Distrito Metropolitano de Quito;1
1166972254759-01;Rumiðahui;1
1166972522930-01;Daule;1
1166972927027-01;Distrito Metropolitano de Quito;1
1166973020466-01;Zamora;1
1166973077626-01;Guayaquil;1
1166973476958-01;Guayaquil;1
1166973581196-01;Calceta;1
1166980078717-01;Cantón Archidona;1
1166980170786-01;Guayaquil;1
1166980823917-01;Guayaquil;1
1166980826689-01;Distrito Metropolitano de Quito;1
1166982242042-01;Guayaquil;1
1166982654080-01;Lomas De Sargentillo;1
1166983342653-01;Alausi;1
1166983431715-01;La Libertad;1
1166991803786-01;Loja;1
1166992089052-01;Guayaquil;1
1166992491406-01;Guayaquil;1
1167090041003-01;Duran;1
1167090570452-01;Duran;1
1167091371032-01;Duran;6
1167092013100-01;Naranjal;1
1167100299774-01;Chone;1
1167100376243-01;Tena;1
1167100889958-01;Guayaquil;1
1167101142523-01;Milagro;1
1167103124136-01;Cantón Flavio Alfaro;1
1167103134032-01;Cantón Daule;1
1167110444422-01;Naranjito;1
1167110709399-01;Pastaza;1
1167110714292-01;La Mana;2
1167111083296-01;Guayaquil;2
1167111183200-01;Daule;1
1167111327832-01;Machala;1
1167111524007-01;Duran;1
1167112338936-01;Buena Fe;1
1167112602566-01;Nobol;1
1167112738186-01;Lago Agrio;1
1167120450697-01;Duran;1
1167120607720-01;Daule;1
1167121123713-01;Ventanas;1
1167121170667-01;Guayaquil;1
1167122485367-01;Guayaquil;1
1167123037546-01;Cantón Daule;1
1167123212736-01;Milagro;1
1167123319033-01;Cantón Daule;1
1167123342691-01;Distrito Metropolitano de Quito;1
1167130287089-01;Quinsaloma;1
1167130320138-01;Guayaquil;2
1167130396748-01;Manta;1
1167130399899-01;Portoviejo;1
1167130503667-01;Ibarra;1
1167130527394-01;Duran;1
1167130652373-01;Guayaquil;1
1167130749201-01;La Concordia;1
1167131027912-01;Quininde;1
1167131069599-01;Guayaquil;1
1167131145355-01;Guayaquil;1
1167131779846-01;Guayaquil;1
1167132687685-01;Buena Fe;2
1167132784544-01;Sucre;1
1167133032687-01;Palestina;1
1167140154516-01;Pastaza;1
1167140159128-01;Playas;1
1167140880690-01;Duran;1
1167141792137-01;Guayaquil;1
1167141996517-01;Esmeraldas;1
1167142120191-01;Guayaquil;1
1167142160619-01;Cantón Daule;1
1167142424736-01;Palestina;1
1167142829618-01;Santo Domingo de los Colorados;1
1167143171347-01;Palestina;1
1167143344249-01;Guayaquil;1
1167150668814-01;San Jacinto De Yaguachi;1
1167150684447-01;Naranjito;1
1167151173834-01;Quevedo;1
1167151230916-01;Santa Elena;1
1167151393171-01;Rumiðahui;1
1167151743192-01;Quito;1
1167151894111-01;Naranjito;1
1167151913689-01;Distrito Metropolitano de Quito;1
1167151934948-01;Esmeraldas;1
1167151989016-01;Samborondón;1
1167152081653-01;Pastaza;1
1167152121609-01;Milagro;1
1167152163816-01;Guayaquil;1
1167152631166-01;Guayaquil;1
1167152665991-01;Montalvo;2
1167152827591-01;Quinsaloma;1
1167153308065-01;Sucre;1
1167153383582-01;Cantón Ambato;1
1167153430022-01;Machala;1
1167160049334-01;Babahoyo;1
1167160124584-01;La Concordia;1
1167160339084-01;Guayaquil;1
1167160620838-01;San Miguel De Los Bancos;1
1167160622997-01;Milagro;1
1167160739495-01;Guayaquil;1
1167160984620-01;Distrito Metropolitano de Quito;1
1167161581879-01;Quinsaloma;1
1167161942884-01;Guayaquil;1
1167161995826-01;Babahoyo;1
1167162106755-01;Cotacachi;1
1167162170082-01;Pedro Carbo;1
1167162655125-01;Orellana;1
1167162674228-01;Guayaquil;1
1167162678128-01;Quevedo;2
1167162776584-01;Guayaquil;1
1167163019571-01;Alausi;1
1167163075225-01;Cantón Ambato;1
1167163136106-01;Portoviejo;1
1167163277789-01;Loja;1
1167163503605-01;Pedro Carbo;1
1167170011642-01;Guayaquil;1
1167170110577-01;Babahoyo;1
1167170330344-01;Orellana;1
1167170393255-01;Guayaquil;1
1167170513112-01;La Libertad;1
1167170932007-01;Ventanas;1
1167171028874-01;Manta;1
1167171362927-01;Milagro;1
1167171366068-01;Distrito Metropolitano de Quito;1
1167171375245-01;Quevedo;1
1167171739513-01;Distrito Metropolitano de Quito;1
1167172133112-01;Otavalo;1
1167172678826-01;Cantón Daule;1
1167172806298-01;Ventanas;1
1167173493557-01;Babahoyo;1
1167180183323-01;Distrito Metropolitano de Quito;1
1167180259020-01;Quito;1
1167180389930-01;Portoviejo;1
1167180534948-01;Quito;2
1167181126181-01;Distrito Metropolitano de Quito;1
1167181604127-01;Guayaquil;1
1167181764915-01;Distrito Metropolitano de Quito;1
1167181831521-01;Esmeraldas;1
1167182026538-01;Yantzaza;1
1167182089795-01;Buena Fe;1
1167182152401-01;Cantón Daule;1
1167182232273-01;Balzar;1
1167182596488-01;Lago Agrio;1
1167182768436-01;Esmeraldas;1
1167183490806-01;Buena Fe;1
1167190143382-01;Morona;1
1167190248893-01;Pedro Carbo;1
1167190303771-01;Machala;1
1167190337803-01;Yaguachi;1
1167190567350-01;Tonsupa;2
1167190859272-01;Duran;1
1167190888246-01;Babahoyo;1
1167190914033-01;Pedro Carbo;2
1167190931381-01;Yaguachi;1
1167191021142-01;Cantón Daule;1
1167191079833-01;Portoviejo;1
1167191561854-01;Samborondon;1
1167192163819-01;Urdaneta;1
1167192381403-01;Rumiðahui;1
1167192610701-01;Cantón Daule;1
1167192665112-01;Yaguachi;1
1167192712842-01;La Libertad;1
1167192791410-01;Machala;1
1167193105923-01;Cantón Ambato;1
1167193112480-01;Ventanas;1
1167193419375-01;Distrito Metropolitano de Quito;1
1167193433642-01;Duran;1
1167200077878-01;Quinsaloma;2
1167200186325-01;Milagro;1
1167200302804-01;Mejia;1
1167200337806-01;Santo Domingo;2
1167200354316-01;Guayaquil;1
1167200463823-01;Quevedo;1
1167200651301-01;Quinsaloma;1
1167200790953-01;Quinsaloma;1
1167200934170-01;Guayaquil;1
1167201250371-01;Distrito Metropolitano de Quito;1
1167201416825-01;Guayaquil;1
1167201448726-01;Pedro Carbo;1
1167201478778-01;Portoviejo;1
1167201498544-01;Valencia;1
1167201612571-01;Esmeraldas;1
1167201639608-01;Coronel Marcelino Maridueña (San Carlos);1
1167201656929-01;Palestina;1
1167201751372-01;Cantón Flavio Alfaro;1
1167201798668-01;Pedro Carbo;1
1167201983491-01;Cotacachi;1
1167202025647-01;Pedro Carbo;1
1167202056136-01;Distrito Metropolitano de Quito;1
1167202264626-01;Valencia;1
1167202675542-01;Pedro Carbo;1
1167202766600-01;El Carmen;1
1167203104213-01;Distrito Metropolitano de Quito;1
1167203118580-01;Buena Fe;1
1167203160594-01;Distrito Metropolitano de Quito;1
1167203325319-01;Buena Fe;1
1167203465386-01;Marcelino Mariduena;1
1167203527534-01;El Triunfo;1
1167203560192-01;Zamora;1
1167210441052-01;Guayaquil;1
1167210898201-01;El Triunfo;1
1167211498739-01;Guayaquil;1
1167211520205-01;Tena;1
1167211781622-01;El Triunfo;1
1167211865241-01;Pujili;1
1167211894465-01;Tena;1
1167211958157-01;El Triunfo;1
1167212050554-01;Distrito Metropolitano de Quito;1
1167212056690-01;Esmeraldas;1
1167212104536-01;Guayaquil;1
1167212148249-01;Naranjito;1
1167212199384-01;Quevedo;1
1167213243978-01;Milagro;1
1167220119007-01;Duran;1
1167220209007-01;Guayaquil;1
1167221459263-01;Guayaquil;1
1167222332815-01;Duran;1
1167222453367-01;Ventanas;1
1167222515992-01;Distrito Metropolitano de Quito;1
1167222836792-01;Santa Elena;1
1167232924205-01;Salinas;1
1167242156257-01;Manta;1
1167252694649-01;Duran;1
1167340881386-01;La Libertad;1
1167350540985-01;Guayaquil;1
1167350659585-01;Guayaquil;1
1167350994152-01;Pajan;1
1167351284138-01;Orellana;1
1167351392146-01;Cantón Daule;1
1167353345205-01;Guayaquil;1
1167353362741-01;Guayaquil;1
1167360524729-01;Samborondon;1
1167360530573-01;Guayaquil;1
1167360699170-01;Portoviejo;1
1167360892139-01;Distrito Metropolitano de Quito;1
1167361192523-01;Quito;1
1167361318881-01;Distrito Metropolitano de Quito;1
1167361512548-01;Guayaquil;1
1167361686528-01;San Jacinto De Yaguachi;1
1167362731331-01;Guayaquil;1
1167362977099-01;Ventanas;1
1167363009031-01;Cantón Daule;1
1167363245490-01;Guayaquil;1
1167363277558-01;Manta;1
1167370631290-01;Babahoyo;1
1167370728882-01;Guayaquil;1
1167371810242-01;Guayaquil;1
1167371853199-01;Distrito Metropolitano de Quito;1
1167372218268-01;Esmeraldas;1
1167372313877-01;Guayaquil;1
1167372319412-01;Esmeraldas;1
1167372691169-01;Quevedo;1
1167373038254-01;Machala;1
1167373038611-01;Pastaza;1
1167380008233-01;Cantón Daule;1
1167380396044-01;Bolivar;1
1167380714107-01;Distrito Metropolitano de Quito;1
1167381112543-01;Ventanas;1
1167381602129-01;Portoviejo;1
1167381768547-01;Pastaza;1
1167381786764-01;Rocafuerte;1
1167381805378-01;Urdaneta;2
1167381864413-01;Ventanas;1
1167382751637-01;Samborondon;1
1167382840831-01;San Jacinto De Yaguachi;1
1167382857270-01;Guayaquil;1
1167383016096-01;Pedernales;1
1167390085429-01;Cantón Daule;1
1167390148340-01;Portoviejo;2
1167390193160-01;Distrito Metropolitano de Quito;1
1167390381157-01;Salcedo;1
1167390765039-01;Guayaquil;1
1167390861781-01;Salcedo;1
1167390981095-01;Quevedo;1
1167391360825-01;Guayaquil;1
1167391813990-01;Distrito Metropolitano de Quito;1
1167391958308-01;Milagro;1
1167392413822-01;Alausi;1
1167392535371-01;Cuenca;1
1167392599069-01;Valencia;1
1167392647869-01;Samborondon;1
1167400141131-01;Guayaquil;1
1167400266185-01;Esmeraldas;1
1167400826990-01;Guayaquil;1
1167400926169-01;Guayaquil;1
1167400939854-01;Anconcito;1
1167401064133-01;Rumiðahui;1
1167401524288-01;Guayaquil;1
1167401543845-01;San Vicente;1
1167401731678-01;Duran;1
1167401806501-01;El Coca - Francisco De Orellana;1
1167401983182-01;Alausi;1
1167402042855-01;Guayaquil;1
1167402181301-01;Guayaquil;1
